"","Date","Temp.moy","Precip.tot"
"346",2006-12-12,-1.1,0
"347",2006-12-13,5.8,6
"348",2006-12-14,6.9,0
"349",2006-12-15,8,1.4
"350",2006-12-16,3,1
"351",2006-12-17,4.2,0
"352",2006-12-18,1.9,0
"353",2006-12-19,-2.3,0
"354",2006-12-20,-1.3,0
"355",2006-12-21,-0.2,0
"356",2006-12-22,-1.3,9.4
"357",2006-12-23,4.5,21.1
"358",2006-12-24,3.3,2.2
"359",2006-12-25,3.2,0
"360",2006-12-26,0.1,10
"361",2006-12-27,-5,1.2
"362",2006-12-28,-7.9,2.6
"363",2006-12-29,-12.3,0
"364",2006-12-30,-7.7,5.4
"365",2006-12-31,-5.3,1.2
"366",2007-01-01,2.9,10
"367",2007-01-02,0.1,0
"368",2007-01-03,2.2,0
"369",2007-01-04,6.5,1
"370",2007-01-05,9.2,5.4
"371",2007-01-06,8.9,18.5
"372",2007-01-07,2.2,1.4
"373",2007-01-08,3.5,8.6
"374",2007-01-09,-1.3,0
"375",2007-01-10,-9.2,1.4
"376",2007-01-11,-7.5,0
"377",2007-01-12,2.7,1.2
"378",2007-01-13,-3.6,2
"379",2007-01-14,-8.1,0
"380",2007-01-15,-6.8,21.7
"381",2007-01-16,-15.8,1
"382",2007-01-17,-19.4,0
"383",2007-01-18,-7.7,1
"384",2007-01-19,-2.5,2.4
"385",2007-01-20,-10.8,0
"386",2007-01-21,-16.2,0
"387",2007-01-22,-11.5,NA
"388",2007-01-23,-10.2,1
"389",2007-01-24,-11.8,0
"390",2007-01-25,-19.8,0
"391",2007-01-26,-23.1,1.2
"392",2007-01-27,-19.8,0
"393",2007-01-28,-14.8,1
"394",2007-01-29,-18.8,0
"395",2007-01-30,-20.6,0
"396",2007-01-31,-14.9,0
"397",2007-02-01,-6.9,1.6
"398",2007-02-02,-1.6,7.4
"399",2007-02-03,-6.7,1.2
"400",2007-02-04,-12.4,1.2
"401",2007-02-05,-18.8,1
"402",2007-02-06,-14,0
"403",2007-02-07,-14.3,0
"404",2007-02-08,-12.4,1.2
"405",2007-02-09,-14.7,2.2
"406",2007-02-10,-11.7,0
"407",2007-02-11,-11.5,0
"408",2007-02-12,-13.9,0
"409",2007-02-13,-22.4,0
"410",2007-02-14,-15.3,28
"411",2007-02-15,-16.6,2.4
"412",2007-02-16,-11.3,3.4
"413",2007-02-17,-5.4,0
"414",2007-02-18,-10.7,2.4
"415",2007-02-19,-18.2,0
"416",2007-02-20,-7.9,0
"417",2007-02-21,-10.2,1
"418",2007-02-22,-6.2,1
"419",2007-02-23,-10.6,0
"420",2007-02-24,-11.2,0
"421",2007-02-25,-11.4,0
"422",2007-02-26,-9.3,0
"423",2007-02-27,-9.3,0
"424",2007-02-28,-9.4,0
"425",2007-03-01,-11.6,0
"426",2007-03-02,-2.9,19.3
"427",2007-03-03,1.7,1
"428",2007-03-04,-3,0
"429",2007-03-05,-10.7,3.4
"430",2007-03-06,-21.8,1.1
"431",2007-03-07,-19.9,0
"432",2007-03-08,-18.5,0
"433",2007-03-09,-15.6,0
"434",2007-03-10,1.3,1.2
"435",2007-03-11,-0.4,0
"436",2007-03-12,3.7,0
"437",2007-03-13,7,0
"438",2007-03-14,9.8,7
"439",2007-03-15,-0.2,3.6
"440",2007-03-16,-7.5,4.8
"441",2007-03-17,-6.6,15.4
"442",2007-03-18,-5.5,2.6
"443",2007-03-19,-5.7,0
"444",2007-03-20,-8,1.4
"445",2007-03-21,-8.2,0
"446",2007-03-22,7.2,6.4
"447",2007-03-23,1.5,0
"448",2007-03-24,1.7,0
"449",2007-03-25,2.4,1
"450",2007-03-26,4.5,10
"451",2007-03-27,5.9,1.2
"452",2007-03-28,1.9,0
"453",2007-03-29,1.4,0
"454",2007-03-30,2.9,0
"455",2007-03-31,0.9,0
"456",2007-04-01,4.9,0
"457",2007-04-02,6.7,4.2
"458",2007-04-03,5,2.2
"459",2007-04-04,1.3,17.2
"460",2007-04-05,-1.4,11.4
"461",2007-04-06,-3.1,2
"462",2007-04-07,-3.5,1
"463",2007-04-08,-2.8,1
"464",2007-04-09,0.3,0
"465",2007-04-10,0.2,0
"466",2007-04-11,-0.4,0
"467",2007-04-12,2.3,NA
"468",2007-04-13,1,3.8
"469",2007-04-14,4,0
"470",2007-04-15,2,19.4
"471",2007-04-16,5.3,2.8
"472",2007-04-17,4,0
"473",2007-04-18,7,0
"474",2007-04-19,8.5,0
"475",2007-04-20,9.4,0
"476",2007-04-21,9.3,0
"477",2007-04-22,12.9,0
"478",2007-04-23,21,0
"479",2007-04-24,9.6,1.1
"480",2007-04-25,5.9,0
"481",2007-04-26,7.4,0
"482",2007-04-27,10.3,1.6
"483",2007-04-28,10.6,0
"484",2007-04-29,8,3.5
"485",2007-04-30,8.8,3.7
"486",2007-05-01,8.1,0
"487",2007-05-02,8,0
"488",2007-05-03,7.9,0
"489",2007-05-04,9.5,0
"490",2007-05-05,6.2,0
"491",2007-05-06,6.8,NA
"492",2007-05-07,11.7,0
"493",2007-05-08,20.8,0
"494",2007-05-09,20.5,0
"495",2007-05-10,22.6,0.2
"496",2007-05-11,16,0
"497",2007-05-12,7.3,0
"498",2007-05-13,7.5,0
"499",2007-05-14,11.9,0
"500",2007-05-15,12.6,7.2
"501",2007-05-16,6.9,33
"502",2007-05-17,4.6,2.4
"503",2007-05-18,6.7,0
"504",2007-05-19,9.7,0
"505",2007-05-20,9.7,1.2
"506",2007-05-21,9.5,0.4
"507",2007-05-22,9.8,0
"508",2007-05-23,16.3,0
"509",2007-05-24,22.3,0
"510",2007-05-25,22.8,0
"511",2007-05-26,15.2,0
"512",2007-05-27,13.2,21.8
"513",2007-05-28,15.3,0.2
"514",2007-05-29,14.9,0
"515",2007-05-30,14.3,2.2
"516",2007-05-31,17.1,12.8
"517",2007-06-01,19.4,0.8
"518",2007-06-02,20.2,4.2
"519",2007-06-03,20.3,0
"520",2007-06-04,17.4,NA
"521",2007-06-05,16.3,5.6
"522",2007-06-06,8.8,0
"523",2007-06-07,10.2,0
"524",2007-06-08,22.8,2.8
"525",2007-06-09,18.4,0
"526",2007-06-10,17.7,0
"527",2007-06-11,20.1,0
"528",2007-06-12,21.7,0
"529",2007-06-13,18.5,0
"530",2007-06-14,17.8,0
"531",2007-06-15,18.4,NA
"532",2007-06-16,20.3,4.8
"533",2007-06-17,17.7,13.2
"534",2007-06-18,16.7,0
"535",2007-06-19,23.9,4.4
"536",2007-06-20,19.2,11.8
"537",2007-06-21,16.4,8.8
"538",2007-06-22,15.1,1.4
"539",2007-06-23,14.1,0
"540",2007-06-24,14.8,0
"541",2007-06-25,20.7,1
"542",2007-06-26,26.2,0
"543",2007-06-27,26,1
"544",2007-06-28,17.2,23.8
"545",2007-06-29,14,NA
"546",2007-06-30,15.2,0.6
"547",2007-07-01,12.9,0.4
"548",2007-07-02,14.7,6
"549",2007-07-03,16,0.2
"550",2007-07-04,20.1,4.6
"551",2007-07-05,18.7,0.4
"552",2007-07-06,17.6,5.4
"553",2007-07-07,15.3,1
"554",2007-07-08,17.5,8.2
"555",2007-07-09,20.1,18.4
"556",2007-07-10,23.6,0.6
"557",2007-07-11,21.7,7.4
"558",2007-07-12,18.6,0
"559",2007-07-13,16.8,16.4
"560",2007-07-14,16.8,1.8
"561",2007-07-15,19.8,2
"562",2007-07-16,18.5,0.2
"563",2007-07-17,18.4,0
"564",2007-07-18,18.9,0
"565",2007-07-19,19.3,4.4
"566",2007-07-20,16,6.4
"567",2007-07-21,17.8,0
"568",2007-07-22,17.3,0
"569",2007-07-23,19,0
"570",2007-07-24,22.7,0
"571",2007-07-25,22.8,0
"572",2007-07-26,23.4,0
"573",2007-07-27,24.5,0
"574",2007-07-28,22.1,2.8
"575",2007-07-29,18.9,0
"576",2007-07-30,19.4,0
"577",2007-07-31,21.5,0
"578",2007-08-01,21.7,0
"579",2007-08-02,26.5,0
"580",2007-08-03,25.3,39.8
"581",2007-08-04,18.2,0
"582",2007-08-05,16.3,0
"583",2007-08-06,18.4,20.8
"584",2007-08-07,21.5,0
"585",2007-08-08,19.7,7.6
"586",2007-08-09,15.8,0
"587",2007-08-10,19.4,0
"588",2007-08-11,19.5,0
"589",2007-08-12,22.1,5.6
"590",2007-08-13,18.9,0.2
"591",2007-08-14,16.6,NA
"592",2007-08-15,18.2,2.8
"593",2007-08-16,17.7,15.8
"594",2007-08-17,16.4,2.8
"595",2007-08-18,13,0.8
"596",2007-08-19,12.7,0
"597",2007-08-20,11.8,0
"598",2007-08-21,14.2,0
"599",2007-08-22,16.4,0
"600",2007-08-23,20.2,4.6
"601",2007-08-24,23.2,27.6
"602",2007-08-25,24.9,5.4
"603",2007-08-26,19.3,0
"604",2007-08-27,17.4,0
"605",2007-08-28,17.7,0
"606",2007-08-29,22,7.2
"607",2007-08-30,17.1,2
"608",2007-08-31,16.7,0
"609",2007-09-01,13.2,0
"610",2007-09-02,14.7,0
"611",2007-09-03,19.4,0
"612",2007-09-04,13.6,0
"613",2007-09-05,11.6,0
"614",2007-09-06,19.5,8.8
"615",2007-09-07,26.1,1.4
"616",2007-09-08,20.5,2
"617",2007-09-09,13,4
"618",2007-09-10,16.3,0.2
"619",2007-09-11,16.1,31
"620",2007-09-12,12.4,4.2
"621",2007-09-13,11.5,0.2
"622",2007-09-14,17.3,0
"623",2007-09-15,12.6,14
"624",2007-09-16,8.9,0.2
"625",2007-09-17,10.2,0
"626",2007-09-18,12.8,0
"627",2007-09-19,16.4,0
"628",2007-09-20,17.1,0
"629",2007-09-21,17.1,0
"630",2007-09-22,21,0
"631",2007-09-23,14.7,0
"632",2007-09-24,15.3,0
"633",2007-09-25,20.2,0
"634",2007-09-26,22.8,0
"635",2007-09-27,17.6,31.4
"636",2007-09-28,15.1,7.6
"637",2007-09-29,10.2,0
"638",2007-09-30,10.6,0
"639",2007-10-01,15.7,0
"640",2007-10-02,16.6,0
"641",2007-10-03,18.8,0
"642",2007-10-04,15.5,0
"643",2007-10-05,16.2,0
"644",2007-10-06,13.5,12.2
"645",2007-10-07,9.6,1.8
"646",2007-10-08,9.6,10.6
"647",2007-10-09,9.4,1
"648",2007-10-10,13,4.6
"649",2007-10-11,12.5,1.4
"650",2007-10-12,7.5,10
"651",2007-10-13,5.5,3.6
"652",2007-10-14,6,0
"653",2007-10-15,7.8,0
"654",2007-10-16,4.6,0
"655",2007-10-17,6.9,0
"656",2007-10-18,13.6,0.2
"657",2007-10-19,19.4,28
"658",2007-10-20,15.5,4.2
"659",2007-10-21,16.2,0
"660",2007-10-22,20.5,0
"661",2007-10-23,13.1,39.4
"662",2007-10-24,7.2,0
"663",2007-10-25,6.4,0
"664",2007-10-26,8.6,6.4
"665",2007-10-27,11.9,39.8
"666",2007-10-28,4.1,0.2
"667",2007-10-29,2.1,0
"668",2007-10-30,5.5,0
"669",2007-10-31,12,0
"670",2007-11-01,8.1,1.3
"671",2007-11-02,2.9,0
"672",2007-11-03,4.5,0
"673",2007-11-04,4.2,0
"674",2007-11-05,4.4,0
"675",2007-11-06,5.5,10.2
"676",2007-11-07,2.2,1.2
"677",2007-11-08,-0.5,0
"678",2007-11-09,0.7,0
"679",2007-11-10,-1.6,0
"680",2007-11-11,-2,0
"681",2007-11-12,1.8,1.4
"682",2007-11-13,4.1,1.4
"683",2007-11-14,8.4,0
"684",2007-11-15,6.5,23.2
"685",2007-11-16,0.5,8.1
"686",2007-11-17,-1.9,0
"687",2007-11-18,-3.1,0
"688",2007-11-19,-1.9,0
"689",2007-11-20,0.5,6.2
"690",2007-11-21,1.2,18.2
"691",2007-11-22,-1.7,8.4
"692",2007-11-23,-6.2,2
"693",2007-11-24,-6.3,0
"694",2007-11-25,0.6,0
"695",2007-11-26,2.8,12
"696",2007-11-27,0.5,3.5
"697",2007-11-28,-5.7,0
"698",2007-11-29,1.1,1
"699",2007-11-30,-2.7,1.8
"700",2007-12-01,-12.3,NA
"701",2007-12-02,-10,0
"702",2007-12-03,-4.6,23.1
"703",2007-12-04,-7.6,6.6
"704",2007-12-05,-8.8,2
"705",2007-12-06,-10.1,0
"706",2007-12-07,-4.7,1
"707",2007-12-08,-4.9,1
"708",2007-12-09,-13.1,0
"709",2007-12-10,-8.9,0
"710",2007-12-11,-3.5,8
"711",2007-12-12,-6.9,3.2
"712",2007-12-13,-13.4,2
"713",2007-12-14,-6.8,6
"714",2007-12-15,-16.4,0
"715",2007-12-16,-10.4,26.1
"716",2007-12-17,-13.1,2.2
"717",2007-12-18,-13.8,0
"718",2007-12-19,-3.8,3.8
"719",2007-12-20,-5.6,1.2
"720",2007-12-21,-6,0
"721",2007-12-22,-1.3,0
"722",2007-12-23,5.4,13.9
"723",2007-12-24,-1.8,0
"724",2007-12-25,-0.3,1
"725",2007-12-26,-1.1,0
"726",2007-12-27,-0.5,3.6
"727",2007-12-28,-0.2,0
"728",2007-12-29,2.3,8.8
"729",2007-12-30,-0.8,0
"730",2007-12-31,-3.8,11.4
"731",2008-01-01,-3.4,9.2
"732",2008-01-02,-13.6,0
"733",2008-01-03,-21.1,0
"734",2008-01-04,-10.1,1.2
"735",2008-01-05,-1.5,1.2
"736",2008-01-06,3.5,1
"737",2008-01-07,8.1,0
"738",2008-01-08,12.9,0
"739",2008-01-09,8.6,2.4
"740",2008-01-10,-0.3,0
"741",2008-01-11,1.7,10.7
"742",2008-01-12,1.3,0
"743",2008-01-13,-3.2,0
"744",2008-01-14,-4.1,1.2
"745",2008-01-15,-9.7,0
"746",2008-01-16,-10.8,0
"747",2008-01-17,-8,0
"748",2008-01-18,-0.5,4.6
"749",2008-01-19,-5.6,1.1
"750",2008-01-20,-14.6,0
"751",2008-01-21,-16.7,0
"752",2008-01-22,-5.8,5.1
"753",2008-01-23,-10.2,0
"754",2008-01-24,-15.9,0
"755",2008-01-25,-12.6,1.2
"756",2008-01-26,-8.4,1
"757",2008-01-27,-5.8,0
"758",2008-01-28,-9.6,0
"759",2008-01-29,-5.4,0
"760",2008-01-30,-1.5,7.6
"761",2008-01-31,-8.8,0
"762",2008-02-01,-5,15.8
"763",2008-02-02,-3.5,2.6
"764",2008-02-03,-2.7,1.8
"765",2008-02-04,-2.2,5.4
"766",2008-02-05,2.3,3.4
"767",2008-02-06,-3.2,2.6
"768",2008-02-07,-5.9,4.6
"769",2008-02-08,-6.1,0
"770",2008-02-09,-1.9,4
"771",2008-02-10,-6.2,2.8
"772",2008-02-11,-14.8,0
"773",2008-02-12,-13.7,2.4
"774",2008-02-13,-4,12.1
"775",2008-02-14,-8.7,0
"776",2008-02-15,-7.5,3.6
"777",2008-02-16,-14.6,0
"778",2008-02-17,-2.9,2.1
"779",2008-02-18,7,1
"780",2008-02-19,-3.5,0
"781",2008-02-20,-11.6,0
"782",2008-02-21,-12,0
"783",2008-02-22,-8.6,1.2
"784",2008-02-23,-9.7,1.2
"785",2008-02-24,-6.7,0
"786",2008-02-25,-1.9,0
"787",2008-02-26,-0.3,6
"788",2008-02-27,-7.1,2.8
"789",2008-02-28,-18.5,0
"790",2008-02-29,-17.1,0
"791",2008-03-01,-2.9,3.2
"792",2008-03-02,-8.9,1
"793",2008-03-03,0.4,1
"794",2008-03-04,1.5,1.8
"795",2008-03-05,-1.5,14
"796",2008-03-06,-3,0
"797",2008-03-07,1.4,8.6
"798",2008-03-08,-1.1,29.6
"799",2008-03-09,-5.2,0
"800",2008-03-10,-9.6,0
"801",2008-03-11,-6.3,0
"802",2008-03-12,-5.1,3.8
"803",2008-03-13,-9.4,0
"804",2008-03-14,-2.4,1
"805",2008-03-15,1.1,1
"806",2008-03-16,-3.2,0
"807",2008-03-17,-7.3,0
"808",2008-03-18,-3.4,0
"809",2008-03-19,1.6,14.9
"810",2008-03-20,-2.9,12.7
"811",2008-03-21,-8.1,1
"812",2008-03-22,-6.7,0
"813",2008-03-23,-10.1,0
"814",2008-03-24,-9.7,0
"815",2008-03-25,-5.5,0
"816",2008-03-26,1.7,3.6
"817",2008-03-27,1.6,0
"818",2008-03-28,-2.1,0
"819",2008-03-29,-7,0
"820",2008-03-30,-5.3,0
"821",2008-03-31,1.9,2.4
"822",2008-04-01,7,1.2
"823",2008-04-02,-2.6,0
"824",2008-04-03,2.7,0
"825",2008-04-04,2.9,16.9
