"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0201_25_07_2006_1","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0212_15_08_2006_1a","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0204_26_09_2006_1b","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0217_09_05_2007_1","FLD0218_09_05_2007_2","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0336_19_03_2015_L1","FLD0337_19_03_2015_L2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29174758879489e-05,0,0,0,0,0,0,0,0.00012663303855976,8.35092993569784e-05,0.00124226132290648,0.000579572696857135,0.0001743679163034,0.000125837606568723,8.7590601528456e-05,0,0,0,0,0,0,0,0,0,0,0,7.80548725754205e-05,0,0,0,0,0,0,0,0,0,0,0,6.86483146838745e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74710717779752e-05,0,0,0,0,0,0,0,0,0,0,0,0.000739508227029026,0.000197515691524382,0,0,0,0,0,0,3.46648486879355e-05,0.000111299702273296,0,0,6.43450956168121e-05,0.000129581236636935,0.0001269636076132,7.62160267060958e-05,2.51043924318625e-05,3.06623058053966e-05,0,0,0,0,3.58290238979589e-05,0,0.000703479182227163,0.000583793582879485,0.00111173368197302,0.000695165667191531,0.000251260635256199,0,0,0,0.000308291273595293,0,0,0
"ASV_713",0,0,0,0,0,8.5117249010512e-05,0,0,0.000131168183845326,0,0,0,0,0,3.79657928206686e-05,0,0,0,0,0,0,0,0,0,0,0,0.000128759785743717,0,0,0,0,0,0,0,0,0,0,0.000258281139019823,0,0.000195551209973112,0,0.000435700640144787,0.000226943421259361,0.000395038318716916,0.000608522355590038,0.000866117223552975,0,0.000129827977929244,9.00754832549677e-05,0.00030400526942467,0,0,0.00014193344898281,2.1503295380017e-05,0,0,6.06036119752737e-05,0,0,0.000133747057564734,0,0,0,4.8932656431586e-05,5.02809447789524e-05,0,0,0.000226284162622885,0,0.000240127485865223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321905681635281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000736356563298877,0.000939079360743068,0.00182044548602756,0.00172218609244406,0.000211617818220294,0.00082615823511947,8.68583340571528e-05,0.0002067055273058,0.000246840442338073,0,0,0.00064099778366868,0.000937776404266883,0.00142088215107108,0.00100082089803997,0.000418919188493686,0.000437845286080383,4.43419652358993e-05,4.37758094876771e-05,0,0,0,0,0,0,0,0.000110926234054354,8.77847517886143e-05,0,0,0,0,0,0,0,4.17373883524862e-05,0,0,3.86070573700872e-05,4.3193745545645e-05,0,0.000106702437388534,0,0,0,0,0,5.37489922063961e-05,2.38860159319726e-05,0.000105674733171299,0,0,2.66816083673524e-05,5.86284297631411e-05,0.000615155348385867,0.00144201578627808,0.0012355892686386,0.000518771041988693,0.00131243999330568,0.000594968268359021,0.000136587142596977,0
"ASV_140",0,0.000323421802672273,0.000122747079642397,0,0,0.000170234498021024,0.000448457306864387,0,0.000104934547076261,0,0.00202095808383234,0,0.000750334388151241,0.00162092068294791,0.00320810949334649,0.00219004745102811,0.00187617260787992,0.0021829886229644,0,0.00290859732893812,0,0.00187260168841136,0.00254793462874791,0,0,0.000254355843825512,0.00133910177173465,0.00174561802051699,0.0026975446838184,0.00200261498485626,0.00248174349612049,0.000471531297889897,0.000525502810643821,0.000998732950734143,0.00101413021431952,0.00079917504511472,0.000554778608661481,0.000817890273562773,0.00102156640181612,0.000928868247372281,0.00096134038316281,0,0.000418972470017283,0.000118511495615075,0.000425965648913027,0.000581922509574655,0,0.000632911392405063,0.00030625664306689,0.000354672814328782,0.00637051241078087,0.00712391451302584,0.000283866897965621,0.000505327441430399,0.000660533711238681,0,0.000161609631934063,0.000298127757681759,0,0.000187245880590627,0.000633379077377811,0.000136260408781226,0.000100456070560344,4.8932656431586e-05,2.51404723894762e-05,0.000142642395514445,2.15111589136865e-05,0.000100570738943504,0,0.00043659542884586,0.00013570546485907,0.000194771143905911,0.000456526607748893,0.000337688102826027,0.000489125896233731,0.000549853372434018,0.000619089017097395,0.000761712476483274,0.00111156552469039,0.00108393369391464,0.000503023859336237,0,0.00338365434669443,0.000293398533007335,0.000167154199749269,0.000483033450066417,0.000162130393368867,0.00017480683844352,0.000791717941877576,0.00227517167204434,0.00153746809753698,0.00156109745150841,0.00042146401272055,0.000147436707527697,0.000150724419239972,0.000344589937973811,0,0.0013080444735121,0,0,0,0,0,0,0.00123652328553962,0.00140008195601694,0.00336887038218893,0.00243273839631958,0.00234895778224527,0.0022590264241548,0.000451663337097194,0.000523654002508027,0,4.98280930788779e-05,0.000103807126359225,0.00432401894745991,0.00229115826042477,0.00368466049345551,0.00259763626345204,0.00284266592192144,0.00358002910383372,0.00135242993969493,0.00116735491967139,0.000481749714964752,0.000422107901332278,0.000220320934160761,0.00016922896679207,0.00050189605175106,0.000745337308465645,0.000141892275384528,0.00451100018487706,0.0030724663126015,0.00255790029749493,0.0016329523111274,0,0,0,0,0.000311983638191419,0.000194774478978269,0.000156258719794631,0.000193951010256586,0.000244511363343886,0.000280759346046692,9.23371691732361e-05,0.000304864106824383,0.000560664764311596,0.000224856909239575,0.000123068661124848,0,0.000163357171379824,0.000125414315148258,0.000203031135421767,0.000290605516221072,0,0,5.33632167347048e-05,0,0.000121298237709889,0.00466757741347905,0.0038464431145445,0.00294323162597667,0.000616582547190586,0.0018840661831369,0.000546348570387907,0.000263396646082707
"ASV_594",0,0,0,0,0,0,0,0,0,0,0,0,0.00120705966789548,0.00190908435991643,0.00110100799179939,0.000764778474962196,0.000562851782363977,0.000509895152809204,0,0,0,0.000644666155026861,0.000488997555012225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73709834469328e-05,0,0.000139335748486307,0.00136358794076915,0.00155998128022464,0.000110392682542186,6.4509886140051e-05,9.60776307256263e-05,0,0,0,0.000130106687483737,0,0,4.54201362604088e-05,0,0,0,4.38899678505985e-05,0,0,0,5.45744286057325e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18906501263496e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32187287192519e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136783936094545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23486564888729e-05,0,0,0,0
"ASV_359",0,0,0,0,0,0,0,0,0.000603373645688502,0.000346080636788372,0.00063622754491018,0,0.00398003458062832,0.00425041423528564,0.00176540936616109,0.00253767403055638,0.00131332082551595,0.000940119187991969,0,0.00111496230942628,0.00228087324861518,0.00107444359171144,0.000411787414747137,0,0,0,0.00038627935723115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234366677319697,0.00220997348031824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2846475573171e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131883866834976,0,0,0,0,0,0,0,0,0,0,0,0.000156934955692031,0,4.23235636440588e-05,0,0,0,0,0,0,0,0,0.000228786109070767,0,0,0,0,0,0,0,0,0,0.000766785634619674,0.00232267905428829,0.000340541460922867,0.0007210205213533,0.000647412544441031,0.000556065282064114,0.000533208917919152,0,0.001403672944204,0,0,0,0,0,0,0,0,0,0,9.20494389168292e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160964617050543
"ASV_504",0,0.000121283176002102,0,0,0,0,0,0,0.000577140008919437,0.00036530733883217,0,0,0.000424102045476789,0.000720409192421295,0,0.000121669302834895,0.000206378986866792,0.000143408011727589,0,0,0,0,0,0,0,0,0,0.000239125756235204,0.000220207729291298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60652944487548e-05,0,0,0,5.40452899529806e-05,0,0.00021306061574518,0.000441994696063647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49119784253502e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111464645441096,0,7.74506682271542e-05,0.000103416894183834,0,9.75685907192756e-05,0,0,0.000244927181264955,0,0,0,0,0,0,0,0,0,8.33611203734578e-05,0,0,0.000132475853264928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34403113869203e-05,0,0.000404305152799465,0.000346668515565416,0.000936489017537885,0.000129413939730079,0,0,0,0,0,0,0,0.000127104445189097,0.000166949553409945,0.000156258719794631,7.98621806938883e-05,9.00831338635369e-05,0.000367146837137982,0.000161590046053163,0.000518268981601451,0.000418406540531042,8.17661488143908e-05,0.000223761202045177,0,0,0,0.00022691715135374,0,0.000138958850810304,0.000138266901208299,0.000133408041836762,9.21303896277932e-05,6.93132786913653e-05,0,0,0,6.16582547190586e-05,0,0,0
"ASV_15",0.000991080277502478,0.000262780214671222,0.000204578466070661,0,0,0.000170234498021024,8.96914613728773e-05,0,0,0,0.000523952095808383,0,0.000195739405604672,0.000612347813558101,0.000740332960003037,0.00059096518519806,0.000469043151969981,0.000350552917556327,0.181818181818182,0.00055748115471314,0,0.000460475825019186,0.000283103847638657,0,0,0,0.000257519571487433,0,0,0.0368249449694643,0.0251169557279781,0.0272309324531416,0.0153192031466471,0.0767384661250652,0.0763302007977824,0.0201727249291054,0.0200991666762982,0.0176492111663546,0.00715096481271283,0.00909313126374969,0.010506077044565,0.00189362201293696,0.00247892044760226,0.000829580469305523,0.00225153271568314,0.00184049910005007,0.00220372184133203,0.00675105485232068,0.00709794808049145,0.00706812251412358,0.00132097581762011,0.000545993448078623,0.0090048888187983,0.0129449838187702,0.0105805490836596,0.00317778892791437,0.00500989858995596,0.00182851691378145,0.00234192037470726,0.0106730151936657,0.0118230761110525,0.0010446631339894,0.00126574648906033,0.00263013028319775,0.00256432818372657,0.00201893852112753,0.0015918257596128,0.000854851281019787,0.0005563423022456,0.00971424829182038,0.000542821859436279,0.00516892651134916,0.0689527451892432,0.0362592600409447,0.036445844219367,0.0142554578038449,0.0192971363839933,0.0174918551828569,0.0288797307075219,0.017102064948431,0.0181545883778624,0.0222647833373234,0.0179593961478397,0.00461287693561532,0.00426243209360635,0.00130419031517933,0.000911983462699876,0.000664265986085376,0.00625629286679346,0.0116964507321916,0.00584237877064051,0.00316122233930453,0.00229889461483936,0.00181136526391171,0.00173333082125968,0.00232023891569033,0.00418925579103006,0.0013080444735121,0,0.000241429261226461,0.00060199927126404,0.000522411451259012,0.000353722246408359,0.00012013455069678,0.0355396243192175,0.0433000956153531,0.0233414590765947,0.0225208950550377,0.0184953973124537,0.0183820207314082,0.00251889168765743,0.00281119517135888,0.0122432859399684,0.000880296311060176,0.000817481120078893,0.0203489635391769,0.0168586621767069,0.0161715654990548,0.00917606576180463,0.00333140497516408,0.00400499658738233,0.00160739623980135,0.00105061942770425,0.000786857867775762,0.000527634876665348,0.000752763191715933,0.000364493159244458,0.0108047066696409,0.0425882271372114,0.0271298030535218,0.061323719726382,0.0456700171180266,0.0198376289376373,0.0106141900223281,0,0,0,0,0.000300428688628774,0.000180862016194107,0.000368324125230203,0.000410719786425711,0.000591974879674671,0.000280759346046692,0.000519396576599453,0.000472539365577794,0.00131379653726747,0.00166598528209321,0.000402770163681319,0,0.000381166733219588,0.000376242945444773,0.000501606334571425,0.00044911761597802,0.00013027392263466,0.000230444835347165,0.000551419906258616,0.000837548996616302,0.0084302275208373,0.129847829386764,0.115124687073587,0.0751582781036272,0.0152560138819156,0.0283318223028105,0.00833181569841559,0.00762386958939389
"ASV_177",0,0.000444704978674375,0.000450072625355455,0.000208073241781107,0.000491607556710443,0.00021279312252628,0.000388662999282468,0,0,5.76801061313953e-05,0.000187125748502994,0,0.000489348514011679,0,0.000227794756924011,0.000347626579528271,0.000225140712945591,9.56053411517257e-05,0,0.000145429866446906,0,0.000552570990023024,0.000180156993951872,0,0,0,0,7.17377268705612e-05,0.000110103864645649,0.000645470945532182,0.000798722044728434,0.000366746565025476,0.000302562224310079,0.000238503391220094,0.000169021702386586,0.000128899200824955,0.000173368315206713,0.000236757710768171,0.000908059023836549,9.77756049865559e-05,0.00027466868090366,0,0,0,0.000106491412228257,4.05992448540457e-05,0,9.73709834469328e-05,7.20603866039741e-05,0.000126668862260279,0.000703100031959092,0.000701991576101087,0.000362718814067182,0.00203206141341161,0.00116494127254822,0,0.000242414447901095,0.000238502206145407,0,0.000187245880590627,0,0,6.02736423362064e-05,0.000159031133402655,0.000213694015310548,0.000175559871402394,7.52890561979027e-05,7.54280542076283e-05,0,0.000152808400096051,0,0.00121357405049067,0.00383310076317467,0.00544522065806969,0.00448564236546055,0.00317693059628544,0.0049131958165389,0.00431331161382095,0.00635479913172052,0.00482843190925614,0.00174915114723737,0.00119703136222169,0.000780843310775638,0.000945395273023635,0.000473603565956261,0.000144910035019925,0.000141864094197759,0.000209768206132224,0.00103267557636206,0.00473649375361959,0.00253682236093601,0.00509308043554619,0.00111113239717236,0.00111630649985256,0,0.000114863312657937,0,0,0,0,0,0,5.44188071397475e-05,0,0.000625208402800934,0.000717115148203797,0.000836986430357498,0.000770768600814124,0.000148132472754206,0.000580892509068377,0,8.26822109223201e-05,0,0,6.48794539745154e-05,0.000336795445656425,0.000490201302230416,0.000590027333919347,0.000652220360520427,0.000458816254064514,0.000386334075953279,8.86839304717985e-05,0,0,0,0,0,0,0.000156000832004437,0.000113513820307622,0.000554631170271769,0.000493789228810956,0.000403147329496483,0.000149965008164762,0,0,0,0,0,0,0,0,5.14760764934497e-05,0,4.6168584586618e-05,0,3.34725232424833e-05,4.08830744071954e-05,0,0,0.000199658765019784,0,0.000740466493891151,0.000475536299270844,0,0,0,5.02529397969781e-05,0.000311909754111144,0.00152739829993928,0.000859540360792066,0.000624642683210875,0.000422799460930687,0.000509972801450589,0.000136587142596977,0.000102432029032164
"ASV_376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96516111947833e-05,7.13144682793245e-05,5.23923664322108e-05,7.96216379763364e-05,0,5.63405674621955e-05,0,0,6.45702847549558e-05,0.000227014755959137,0,0,0,0,0,0.000106491412228257,2.70661632360305e-05,0,0.00035702693930542,0.000144120773207948,0.00024067083829453,0,0,0.000441570730168743,5.37582384500425e-05,8.4067926884923e-05,0,4.04024079835158e-05,0,0,0,0,0,4.01824282241376e-05,0,2.51404723894762e-05,0,0,0,0,0.000240127485865223,0,0.00125852123754588,0.00194669836511792,0.00107638082775796,0.00050105579614187,0.000101824698598892,0.000184409494454543,0.0001743679163034,0.000125837606568723,0.000175181203056912,0,0,0,0.00013039934800326,8.35770998746343e-05,0,0.00240155645177634,0.000996398979128063,0.000955224908134902,0.000486059402664019,0.000691860643891639,7.80548725754205e-05,0.00013410218586563,0.000336998188634736,0,0,0,0,0,0,0,0,4.08141053548106e-05,0,0.00023618984105813,0,0.000428955545558218,0.000228821928366693,0,0,0,2.75607369741067e-05,0,0,7.78553447694184e-05,7.60505845030638e-05,9.59089504363857e-05,3.6124122484858e-05,5.62258931483127e-05,0,0,0,0,0,0,0,0,0,8.66671288913541e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11743282444364e-05,0,0,0,0
"ASV_254",0,0,0,0,0.000632066858627713,0,0,0,0.000131168183845326,0,0,0.0048653908530652,0.00146804554203504,0.00169296160219004,0.000360675031796351,0.000573583856221647,0.000675422138836773,0.000717040058637943,0,0,0,0.000337682271680737,0,0,0,0,0.000180263700041203,4.78251512470408e-05,5.50519323228245e-05,0,2.85257873117298e-05,3.92942748241581e-05,0.000127394620762138,2.98129239025117e-05,0,0.000219128641402423,0.000208041978248055,0.000129140569509912,0,0,0,0,0,0,3.04261177795019e-05,2.70661632360305e-05,0,0.00017851346965271,5.40452899529806e-05,0.000202670179616447,0.000319590923617769,0.000415995008059903,6.3081532881249e-05,0,3.60291115221099e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7319085769172e-05,4.0711639457721e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24550175099626e-05,0,5.2442051533056e-05,3.44225192120685e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193730953417501,0.0205258460904785,0.00136156496609981,0.000990301871329053,0.000742825456942279,0.00102367704795626,6.34853454660883e-05,6.45436121187086e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50802335401902e-05,0,0,5.20002773348125e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4739712702576e-05,3.07259780462887e-05,0,0,0,0,0,3.17614923666547e-05,0,0,0,0
"ASV_192",0.000991080277502478,0.000384063390673324,0.000675108938033183,0.00124843945068664,0.000632066858627713,0.0035749244584415,0.00367734991628797,0.00104058272632674,0.00212492457829429,0.00274941839226318,0,0,0.000391478811209343,0.000252143217347453,0.000246777653334346,0.000191194618740549,0.000187617260787992,7.96711176264381e-05,0,0,0,0,0,0,0,0.0026071473992115,0.00193139678615575,0.000430426361223367,0.000568869967335854,0,8.55773619351894e-05,0,9.55459655716037e-05,0,0,0.000116009280742459,4.62315507217901e-05,4.30468565033038e-05,0,0,0,0.000184334886215102,0.000506258401270883,0.000276526823101841,0.000562883178920786,0.000433058611776488,0,0.00035702693930542,7.20603866039741e-05,0.000342005928102754,0.00010653030787259,0.000389995320056159,0,0,0,0,0.00010100601995879,0,0,8.02482345388401e-05,0,0,0,4.8932656431586e-05,2.51404723894762e-05,3.29174758879489e-05,7.52890561979027e-05,0,0,0.000120063742932612,0,0,8.6137095801678e-05,0,0,0,3.95163202402592e-05,1.83545175056211e-05,0,0,0,0.000478812544888676,0,0,0,0.000193213380026567,0.000395192833836613,0.000244729573820928,0.000309802672908617,9.30752047654505e-05,6.1498723901479e-05,9.75685907192756e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000180615760809159,8.53708509766425e-05,4.18493215178749e-05,0,0,6.45436121187086e-05,0,0,0,3.32187287192519e-05,5.19035631796123e-05,0.00281387162661336,0.00597832457720138,0.00071044107553554,0.000551013752853464,0.000159588262283309,5.15112101271039e-05,0,0,0,5.27634876665348e-05,0.00275401167700951,0.00119762038037465,0.00103167521748829,0.00315468349164529,0.000851353652307168,0.00123867628027362,0.000406004477022341,0.00019462284872244,0.000216616122904656,0,0,0,0,0.00108616525888864,0.000848660229833885,0.00575924995814499,0.00439241993816385,0.00115821172110262,0.00161976545796169,0.000773323791825852,0.000167675258753411,0.000418406540531042,0.000347506132461161,0.00049227464449939,0.000452430196483971,3.63015936399608e-05,0,0,0,0.000277917701620608,0.000222763340835593,0.000658146339728026,0.00139033133438306,0.00220069659845085,0.00187841530054645,0.000891773124321769,0.000402312236644292,0.00302125448123387,0.000113327289211242,0,4.38994410137844e-05
"ASV_261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108837614279495,0,0.000194509280871402,0.000273186723125256,0.000156934955692031,0.000108389334489486,8.46471272881177e-05,6.45436121187086e-05,0,0,0,0,0,9.77793229325105e-05,7.45958503394111e-05,8.42896191313353e-05,0,0,0,0,0,0,0,0,0.000104140902641274,0.00052977916573723,0.00117867295292242,0.00070946137692264,0.000129413939730079,0,0,0,0,0,0,0,0.000508417780756387,0.000737360527560589,0.00202020202020202,0.00240727430377292,0.00187887679201091,0.00295877156987668,0.00144276826833181,0.0014328613020746,0.000987439435653258,0.000838103025347506,0.00152157617390721,0.000581695966907963,0.00045376992049951,0.000304577622502911,0.000119430079659863,0.000290605516221072,0.000468986121484775,0.000614519560925774,0.000364648647687149,0.000326644108680358,0.000277253114765461,0.000123330297510625,4.29770180396033e-05,3.17614923666547e-05,0.000422799460930687,0,0,0
"ASV_395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153259640989291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000578507450776995,0.000515112101271039,0.000199538843561547,0.000131327428463031,0,0,0,0,0.000153357126923935,0.00289468210497123,0.000652704466768829,0.00107228692919209,0.00256770398981697,0.000639475074373731,0.000633185590028993,0,0,0,0,0.000138659394751742,0,0,0,0,0,0,7.62160267060958e-05,6.69450464849666e-05,0,0,0,0,0,0.00032246121508163,0.000158512099756948,0,3.84074725578609e-05,0,9.21303896277932e-05,0.000424543831984612,0.000825364298724954,0.000483491452945537,0.000709339996188621,0.000369949528314351,0.000779125113327289,0.000227645237661628,0.000102432029032164
"ASV_608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131883866834976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22482449697159e-05,0,0.000309202258173911,0.000309067260762623,0,0,0,0,5.50802335401902e-05,0,0,0.00100533869513971,0.000539190646461207,0.000480680347568867,0.000943686081727604,0.000430950593599689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105674733171299,0,0,7.1150955646273e-05,0,0.000155954877055572,0.000322556162720097,0.000365304653336628,0.000317614923666547,0.000123316509438117,0.000623300090661831,0,0
