"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-12","2014","01","12","","6,7","","0,7","","3,7","","14,3","","0,0","","","M","","M","0,0","","","","25","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-13","2014","01","13","","9,0","","-0,5","","4,3","","13,7","","0,0","","","M","","M","0,0","","","","19","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-14","2014","01","14","","6,8","","0,6","","3,7","","14,3","","0,0","","","M","","M","9,8","","","","15","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-15","2014","01","15","","6,1","","-2,4","","1,9","","16,1","","0,0","","","M","","M","0,0","","","","30","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-16","2014","01","16","","-1,3","","-4,8","","-3,1","","21,1","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-17","2014","01","17","","0,8","","-6,1","","-2,7","","20,7","","0,0","","","M","","M","0,0","","","","18","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-18","2014","01","18","","4,4","","-5,0","","-0,3","","18,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-19","2014","01","19","","-1,5","","-4,8","","-3,2","","21,2","","0,0","","","M","","M","6,6","","","","21","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-20","2014","01","20","","-4,7","","-21,7","","-13,2","","31,2","","0,0","","","M","","M","1,1","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-21","2014","01","21","","-19,8","","-28,8","","-24,3","","42,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-22","2014","01","22","","-20,8","","-31,9","","-26,4","","44,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-23","2014","01","23","","-16,1","","-29,6","","-22,9","","40,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-24","2014","01","24","","-9,2","","-24,3","","-16,8","","34,8","","0,0","","","M","","M","1,1","","","","15","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-25","2014","01","25","","-6,4","","-12,6","","-9,5","","27,5","","0,0","","","M","","M","4,0","","","","17","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-26","2014","01","26","","-9,4","","-21,0","","-15,2","","33,2","","0,0","","","M","","M","0,0","","","","27","","44",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-27","2014","01","27","","0,1","","-16,7","","-8,3","","26,3","","0,0","","","M","","M","2,2","","","","26","","65",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-28","2014","01","28","","-9,3","","-17,0","","-13,2","","31,2","","0,0","","","M","","M","0,0","","","","21","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-29","2014","01","29","","-9,5","","-15,5","","-12,5","","30,5","","0,0","","","M","","M","0,0","","","","23","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-30","2014","01","30","","-3,2","","-12,8","","-8,0","","26,0","","0,0","","","M","","M","0,0","","","","16","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-01-31","2014","01","31","","-0,2","","-4,3","","-2,3","","20,3","","0,0","","","M","","M","0,0","","","","20","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-01","2014","02","01","","2,2","","-8,9","","-3,4","","21,4","","0,0","","","M","","M","8,2","","","","17","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-02","2014","02","02","","1,6","","-4,5","","-1,5","","19,5","","0,0","","","M","","M","3,8","","","","18","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-03","2014","02","03","","-4,5","","-17,4","","-11,0","","29,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-04","2014","02","04","","-5,7","","-18,4","","-12,1","","30,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-05","2014","02","05","","-5,4","","-15,5","","-10,5","","28,5","","0,0","","","M","","M","6,6","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-06","2014","02","06","","-9,3","","-23,3","","-16,3","","34,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-07","2014","02","07","","-6,8","","-10,9","","-8,9","","26,9","","0,0","","","M","","M","0,0","","","","24","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-08","2014","02","08","","-6,7","","-11,7","","-9,2","","27,2","","0,0","","","M","","M","1,2","","","","24","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-09","2014","02","09","","-7,3","","-11,8","","-9,6","","27,6","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-10","2014","02","10","","-8,2","","-15,1","","-11,7","","29,7","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-11","2014","02","11","","-13,4","","-23,8","","-18,6","","36,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-12","2014","02","12","","-5,8","","-27,4","","-16,6","","34,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-13","2014","02","13","","-1,4","","-10,4","","-5,9","","23,9","","0,0","","","M","","M","1,0","","","","1","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-14","2014","02","14","","-4,3","","-6,4","","-5,4","","23,4","","0,0","","","M","","M","10,8","","","","34","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-15","2014","02","15","","0,0","","-9,5","","-4,8","","22,8","","0,0","","","M","","M","1,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-16","2014","02","16","","-9,4","","-15,4","","-12,4","","30,4","","0,0","","","M","","M","1,0","","","","27","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-17","2014","02","17","","-11,6","","-20,1","","-15,9","","33,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-18","2014","02","18","","-1,2","","-19,9","","-10,6","","28,6","","0,0","","","M","","M","1,2","","","","17","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-19","2014","02","19","","2,0","","-5,6","","-1,8","","19,8","","0,0","","","M","","M","1,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-20","2014","02","20","","4,0","","-2,7","","0,7","","17,3","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-21","2014","02","21","","5,7","","0,5","","3,1","","14,9","","0,0","","","M","","M","8,4","","","","13","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-22","2014","02","22","","6,0","","-1,6","","2,2","","15,8","","0,0","","","M","","M","1,0","","","","25","","52",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-23","2014","02","23","","3,0","","-3,6","","-0,3","","18,3","","0,0","","","M","","M","0,0","","","","24","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-24","2014","02","24","","-3,0","","-10,6","","-6,8","","24,8","","0,0","","","M","","M","1,2","","","","25","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-25","2014","02","25","","-9,6","","-14,1","","-11,9","","29,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-26","2014","02","26","","-8,5","","-19,1","","-13,8","","31,8","","0,0","","","M","","M","2,2","","","","23","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-27","2014","02","27","","-7,0","","-18,1","","-12,6","","30,6","","0,0","","","M","","M","0,0","","","","27","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-02-28","2014","02","28","","-12,7","","-21,9","","-17,3","","35,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-01","2014","03","01","","-1,3","","-16,9","","-9,1","","27,1","","0,0","","","M","","M","1,0","","","","21","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-02","2014","03","02","","-4,1","","-17,7","","-10,9","","28,9","","0,0","","","M","","M","0,0","","","","36","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-03","2014","03","03","","-14,2","","-22,0","","-18,1","","36,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-04","2014","03","04","","-10,2","","-22,2","","-16,2","","34,2","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-05","2014","03","05","","-10,0","","-23,3","","-16,7","","34,7","","0,0","","","M","","M","1,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-06","2014","03","06","","-6,7","","-26,8","","-16,8","","34,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-07","2014","03","07","","3,6","","-11,0","","-3,7","","21,7","","0,0","","","M","","M","0,0","","","","23","","44",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-08","2014","03","08","","0,8","","-8,8","","-4,0","","22,0","","0,0","","","M","","M","0,0","","","","17","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-09","2014","03","09","","-5,0","","-12,8","","-8,9","","26,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-10","2014","03","10","","1,6","","-6,5","","-2,5","","20,5","","0,0","","","M","","M","6,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-11","2014","03","11","","4,4","","1,1","","2,8","","15,2","","0,0","","","M","","M","0,0","","","","28","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-12","2014","03","12","","1,7","","-13,2","","-5,8","","23,8","","0,0","","","M","","M","9,2","","","","36","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-13","2014","03","13","","-10,2","","-18,7","","-14,5","","32,5","","0,0","","","M","","M","1,0","","","","31","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-14","2014","03","14","","5,0","","-20,0","","-7,5","","25,5","","0,0","","","M","","M","1,0","","","","17","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-15","2014","03","15","","5,4","","-7,7","","-1,2","","19,2","","0,0","","","M","","M","0,0","","","","16","","44",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-16","2014","03","16","","-7,7","","-19,6","","-13,7","","31,7","","0,0","","","M","","M","0,0","","","","29","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-17","2014","03","17","","-8,2","","-25,3","","-16,8","","34,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-18","2014","03","18","","-0,5","","-21,6","","-11,1","","29,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-19","2014","03","19","","3,9","","-8,2","","-2,2","","20,2","","0,0","","","M","","M","1,2","","","","18","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-20","2014","03","20","","3,4","","-0,9","","1,3","","16,7","","0,0","","","M","","M","6,8","","","","28","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-21","2014","03","21","","0,6","","-7,2","","-3,3","","21,3","","0,0","","","M","","M","1,2","","","","29","","44",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-22","2014","03","22","","1,5","","-9,7","","-4,1","","22,1","","0,0","","","M","","M","2,7","","","","23","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-23","2014","03","23","","0,2","","-18,0","","-8,9","","26,9","","0,0","","","M","","M","0,0","","","","28","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-24","2014","03","24","","-6,4","","-22,7","","-14,6","","32,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-25","2014","03","25","","-0,7","","-13,4","","-7,1","","25,1","","0,0","","","M","","M","0,0","","","","23","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-26","2014","03","26","","-4,6","","-11,4","","-8,0","","26,0","","0,0","","","M","","M","0,0","","","","26","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-27","2014","03","27","","2,1","","-17,5","","-7,7","","25,7","","0,0","","","M","","M","0,0","","","","21","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-28","2014","03","28","","6,2","","0,0","","3,1","","14,9","","0,0","","","M","","M","14,9","","","","18","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-29","2014","03","29","","4,2","","0,8","","2,5","","15,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-30","2014","03","30","","2,2","","-1,4","","0,4","","17,6","","0,0","","","M","","M","21,5","","","","2","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-03-31","2014","03","31","","3,2","","-2,7","","0,3","","17,7","","0,0","","","M","","M","1,0","","","","1","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-01","2014","04","01","","7,3","","-5,0","","1,2","","16,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-02","2014","04","02","","7,0","","-1,9","","2,6","","15,4","","0,0","","","M","","M","0,0","","","","14","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-03","2014","04","03","","1,7","","-4,3","","-1,3","","19,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-04","2014","04","04","","10,3","","-5,7","","2,3","","15,7","","0,0","","","M","","M","8,6","","","","13","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-05","2014","04","05","","4,6","","0,2","","2,4","","15,6","","0,0","","","M","","M","0,0","","","","27","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-06","2014","04","06","","7,7","","-1,3","","3,2","","14,8","","0,0","","","M","","M","0,0","","","","30","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-07","2014","04","07","","14,7","","-1,6","","6,6","","11,4","","0,0","","","M","","M","","M","","","17","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-08","2014","04","08","","12,0","","2,1","","7,1","","10,9","","0,0","","","M","","M","13,5","","","","27","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-09","2014","04","09","","3,6","","-3,2","","0,2","","17,8","","0,0","","","M","","M","1,1","","","","26","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-10","2014","04","10","","15,4","","-2,9","","6,3","","11,7","","0,0","","","M","","M","0,0","","","","17","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-11","2014","04","11","","13,9","","-1,1","","6,4","","11,6","","0,0","","","M","","M","2,0","","","","28","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-12","2014","04","12","","13,9","","-1,3","","6,3","","11,7","","0,0","","","M","","M","0,0","","","","26","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-13","2014","04","13","","15,1","","4,4","","9,8","","8,2","","0,0","","","M","","M","2,4","","","","28","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-14","2014","04","14","","26,0","","10,9","","18,5","","0,0","","0,5","","","M","","M","5,4","","","","15","","56",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-15","2014","04","15","","17,9","","-5,7","","6,1","","11,9","","0,0","","","M","","M","44,0","","","","30","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-16","2014","04","16","","-2,2","","-9,0","","-5,6","","23,6","","0,0","","","M","","M","0,0","","","","30","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-17","2014","04","17","","8,2","","-10,0","","-0,9","","18,9","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-18","2014","04","18","","11,6","","0,9","","6,3","","11,7","","0,0","","","M","","M","2,2","","","","14","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-19","2014","04","19","","8,9","","-3,3","","2,8","","15,2","","0,0","","","M","","M","5,0","","","","31","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-20","2014","04","20","","14,8","","-4,0","","5,4","","12,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-21","2014","04","21","","20,3","","10,5","","15,4","","2,6","","0,0","","","M","","M","0,0","","","","18","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-22","2014","04","22","","18,0","","5,2","","11,6","","6,4","","0,0","","","M","","M","5,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-23","2014","04","23","","8,5","","3,5","","6,0","","12,0","","0,0","","","M","","M","1,0","","","","34","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-24","2014","04","24","","11,1","","1,2","","6,2","","11,8","","0,0","","","M","","M","0,0","","","","32","","44",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-25","2014","04","25","","12,8","","-1,6","","5,6","","12,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-26","2014","04","26","","11,3","","4,1","","7,7","","10,3","","0,0","","","M","","M","6,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-27","2014","04","27","","7,8","","2,2","","5,0","","13,0","","0,0","","","M","","M","2,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-28","2014","04","28","","11,5","","0,6","","6,1","","11,9","","0,0","","","M","","M","1,0","","","","2","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-29","2014","04","29","","16,8","","6,5","","11,7","","6,3","","0,0","","","M","","M","0,0","","","","14","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-04-30","2014","04","30","","8,9","","4,0","","6,5","","11,5","","0,0","","","M","","M","20,5","","","","9","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-01","2014","05","01","","19,8","","5,9","","12,9","","5,1","","0,0","","","M","","M","5,9","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-02","2014","05","02","","14,3","","8,3","","11,3","","6,7","","0,0","","","M","","M","0,0","","","","25","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-03","2014","05","03","","16,8","","8,1","","12,5","","5,5","","0,0","","","M","","M","0,0","","","","24","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-04","2014","05","04","","9,9","","7,1","","8,5","","9,5","","0,0","","","M","","M","13,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-05","2014","05","05","","9,8","","5,3","","7,6","","10,4","","0,0","","","M","","M","6,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-06","2014","05","06","","12,0","","3,3","","7,7","","10,3","","0,0","","","M","","M","0,0","","","","32","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-07","2014","05","07","","14,6","","0,2","","7,4","","10,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-08","2014","05","08","","16,9","","0,5","","8,7","","9,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-09","2014","05","09","","19,6","","11,1","","15,4","","2,6","","0,0","","","M","","M","0,0","","","","16","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-10","2014","05","10","","25,0","","11,9","","18,5","","0,0","","0,5","","","M","","M","11,0","","","","21","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-11","2014","05","11","","20,3","","9,9","","15,1","","2,9","","0,0","","","M","","M","0,0","","","","23","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-12","2014","05","12","","20,1","","5,9","","13,0","","5,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-13","2014","05","13","","19,2","","10,0","","14,6","","3,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-14","2014","05","14","","25,6","","12,9","","19,3","","0,0","","1,3","","","M","","M","0,0","","","","16","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-15","2014","05","15","","26,9","","17,2","","22,1","","0,0","","4,1","","","M","","M","0,0","","","","18","","54",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-16","2014","05","16","","22,3","","10,6","","16,5","","1,5","","0,0","","","M","","M","1,9","","","","16","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-17","2014","05","17","","14,5","","4,7","","9,6","","8,4","","0,0","","","M","","M","12,9","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-18","2014","05","18","","15,6","","2,8","","9,2","","8,8","","0,0","","","M","","M","0,0","","","","31","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-19","2014","05","19","","18,4","","4,7","","11,6","","6,4","","0,0","","","M","","M","0,0","","","","35","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-20","2014","05","20","","20,6","","3,5","","12,1","","5,9","","0,0","","","M","","M","0,0","","","","35","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-21","2014","05","21","","23,1","","5,4","","14,3","","3,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-22","2014","05","22","","19,5","","12,0","","15,8","","2,2","","0,0","","","M","","M","6,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-23","2014","05","23","","18,4","","11,2","","14,8","","3,2","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-24","2014","05","24","","20,3","","9,2","","14,8","","3,2","","0,0","","","M","","M","1,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-25","2014","05","25","","24,4","","8,4","","16,4","","1,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-26","2014","05","26","","20,7","","15,1","","17,9","","0,1","","0,0","","","M","","M","6,4","","","","25","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-27","2014","05","27","","17,5","","11,7","","14,6","","3,4","","0,0","","","M","","M","14,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-28","2014","05","28","","15,4","","5,4","","10,4","","7,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-29","2014","05","29","","20,7","","3,2","","12,0","","6,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-30","2014","05","30","","19,9","","7,6","","13,8","","4,2","","0,0","","","M","","M","2,6","","","","36","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-05-31","2014","05","31","","18,6","","7,2","","12,9","","5,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-06-01","2014","06","01","","24,2","","6,9","","15,6","","2,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-06-02","2014","06","02","","28,7","","14,9","","21,8","","0,0","","3,8","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2014-06-03","2014","06","03","","29,8","","17,0","","23,4","","0,0","","5,4","","","M","","M","17,6","","","","30","","44",""
